Time	Channel A
(s)	(V)

2.29600459	0.05622539
2.29733792	0.07492618
2.29867126	0.05622539
2.30000459	0.05622539
2.30133793	0.05622539
2.30267127	0.05622539
2.30400460	0.05622539
2.30533794	0.05622539
2.30667127	0.05622539
2.30800461	0.09368848
2.30933795	0.05622539
2.31067128	0.05622539
2.31200462	0.05622539
2.31333795	0.03746309
2.31467129	0.05622539
2.31600463	0.05622539
2.31733796	0.05622539
2.31867130	0.05622539
2.32000463	0.05622539
2.32133797	0.05622539
2.32267131	0.05622539
2.32400464	0.05622539
2.32533798	0.05622539
2.32667131	0.05622539
2.32800465	0.05622539
2.32933799	0.07492618
2.33067132	0.05622539
2.33200466	0.05622539
2.33333799	0.05622539
2.33467133	0.05622539
2.33600467	0.05622539
2.33733800	0.07492618
2.33867134	0.05622539
2.34000467	0.11245080
2.34133801	0.05622539
2.34267135	0.05622539
2.34400468	0.07492618
2.34533802	0.07492618
2.34667135	0.05622539
2.34800469	0.05622539
2.34933803	0.03746309
2.35067136	0.05622539
2.35200470	0.07492618
2.35333803	0.05622539
2.35467137	0.05622539
2.35600471	0.07492618
2.35733804	0.05622539
2.35867138	0.05622539
2.36000471	0.05622539
2.36133805	0.05622539
2.36267139	0.05622539
2.36400472	0.07492618
2.36533806	0.05622539
2.36667139	0.05622539
2.36800473	0.05622539
2.36933807	0.05622539
2.37067140	0.05622539
2.37200474	0.05622539
2.37333807	0.05622539
2.37467141	0.07492618
2.37600475	0.05622539
2.37733808	0.05622539
2.37867142	0.05622539
2.38000475	0.05622539
2.38133809	0.05622539
2.38267143	0.05622539
2.38400476	0.07492618
2.38533810	0.05622539
2.38667143	0.05622539
2.38800477	0.05622539
2.38933811	0.05622539
2.39067144	0.05622539
2.39200478	0.09368848
2.39333811	0.05622539
2.39467145	0.05622539
2.39600479	0.05622539
2.39733812	0.11245080
2.39867146	0.05622539
2.40000479	0.05622539
2.40133813	0.05622539
2.40267147	0.07492618
2.40400480	0.05622539
2.40533814	0.05622539
2.40667147	0.05622539
2.40800481	0.05622539
2.40933815	0.05622539
2.41067148	0.13121310
2.41200482	0.05622539
2.41333815	0.05622539
2.41467149	0.05622539
2.41600483	0.05622539
2.41733816	0.05622539
2.41867150	0.07492618
2.42000483	0.05622539
2.42133817	0.05622539
2.42267151	0.05622539
2.42400484	0.05622539
2.42533818	0.07492618
2.42667151	0.05622539
2.42800485	0.05622539
2.42933819	0.03746309
2.43067152	0.07492618
2.43200486	0.05622539
2.43333819	0.07492618
2.43467153	0.05622539
2.43600487	0.05622539
2.43733820	0.05622539
2.43867154	0.05622539
2.44000487	0.05622539
2.44133821	0.05622539
2.44267155	0.05622539
2.44400488	0.07492618
2.44533822	0.05622539
2.44667155	0.05622539
2.44800489	0.05622539
2.44933823	0.05622539
2.45067156	0.05622539
2.45200490	0.05622539
2.45333823	0.05622539
2.45467157	0.05622539
2.45600491	0.05622539
2.45733824	0.07492618
2.45867158	0.05622539
2.46000491	0.05622539
2.46133825	0.07492618
2.46267159	0.05622539
2.46400492	0.05622539
2.46533826	0.05622539
2.46667159	0.05622539
2.46800493	0.05622539
2.46933827	0.05622539
2.47067160	0.05622539
2.47200494	0.05622539
2.47333827	0.05622539
2.47467161	0.05622539
2.47600495	0.05622539
2.47733828	0.05622539
2.47867162	0.05622539
2.48000495	0.05622539
2.48133829	-0.01870079
2.48267163	0.05622539
2.48400496	0.05622539
2.48533830	0.05622539
2.48667163	0.07492618
2.48800497	0.05622539
2.48933831	0.07492618
2.49067164	0.05622539
2.49200498	0.05622539
2.49333831	0.05622539
2.49467165	0.05622539
2.49600499	0.05622539
2.49733832	0.07492618
2.49867166	0.05622539
2.50000499	0.05622539
2.50133833	0.01870079
2.50267167	0.07492618
2.50400500	0.05622539
2.50533834	0.05622539
2.50667167	0.05622539
2.50800501	0.05622539
2.50933835	0.05622539
2.51067168	0.05622539
2.51200502	0.05622539
2.51333835	0.05622539
2.51467169	0.05622539
2.51600503	0.05622539
2.51733836	0.05622539
2.51867170	0.09368848
2.52000503	0.05622539
2.52133837	0.05622539
2.52267171	0.07492618
2.52400504	0.05622539
2.52533838	0.05622539
2.52667171	0.05622539
2.52800505	0.05622539
2.52933839	0.05622539
2.53067172	0.05622539
2.53200506	0.05622539
2.53333839	0.03746309
2.53467173	0.05622539
2.53600507	0.07492618
2.53733840	0.05622539
2.53867174	0.05622539
2.54000507	0.05622539
2.54133841	0.05622539
2.54267175	0.07492618
2.54400508	0.05622539
2.54533842	0.05622539
2.54667175	0.05622539
2.54800509	0.05622539
2.54933843	0.05622539
2.55067176	0.05622539
2.55200510	0.05622539
2.55333843	0.03746309
2.55467177	0.05622539
2.55600511	0.05622539
2.55733844	0.00000000
2.55867178	0.05622539
2.56000511	0.05622539
2.56133845	0.05622539
2.56267179	0.05622539
2.56400512	0.05622539
2.56533846	0.05622539
2.56667179	0.05622539
2.56800513	0.05622539
2.56933847	0.05622539
2.57067180	0.05622539
2.57200514	0.05622539
2.57333847	0.05622539
2.57467181	0.05622539
2.57600515	0.03746309
2.57733848	0.05622539
2.57867182	0.05622539
2.58000515	0.05622539
2.58133849	0.05622539
2.58267183	0.07492618
2.58400516	0.05622539
2.58533850	0.05622539
2.58667183	0.00000000
2.58800517	0.05622539
2.58933851	0.05622539
2.59067184	0.05622539
2.59200518	0.05622539
2.59333851	0.05622539
2.59467185	0.05622539
2.59600519	0.05622539
2.59733852	0.05622539
2.59867186	0.05622539
2.60000519	0.05622539
2.60133853	0.05622539
2.60267187	0.05622539
2.60400520	0.05622539
2.60533854	0.05622539
2.60667187	0.05622539
2.60800521	0.05622539
2.60933855	0.05622539
2.61067188	0.05622539
2.61200522	0.05622539
2.61333855	0.05622539
2.61467189	0.05622539
2.61600523	0.05622539
2.61733856	0.05622539
2.61867190	0.05622539
2.62000523	0.05622539
2.62133857	0.05622539
2.62267191	0.05622539
2.62400524	0.05622539
2.62533858	0.05622539
2.62667191	0.05622539
2.62800525	0.05622539
2.62933859	0.05622539
2.63067192	0.05622539
2.63200526	0.07492618
2.63333859	0.05622539
2.63467193	0.09368848
2.63600527	0.05622539
2.63733860	0.03746309
2.63867194	0.05622539
2.64000527	0.05622539
2.64133861	0.05622539
2.64267195	0.05622539
2.64400528	0.05622539
2.64533862	0.05622539
2.64667195	0.05622539
2.64800529	0.05622539
2.64933863	0.05622539
2.65067196	0.05622539
2.65200530	0.05622539
2.65333863	0.05622539
2.65467197	0.05622539
2.65600531	0.05622539
2.65733864	0.05622539
2.65867198	0.05622539
2.66000531	0.05622539
2.66133865	0.05622539
2.66267199	0.05622539
2.66400532	0.05622539
2.66533866	0.05622539
2.66667199	0.05622539
2.66800533	0.05622539
2.66933867	0.05622539
2.67067200	0.05622539
2.67200534	0.05622539
2.67333867	0.05622539
2.67467201	0.05622539
2.67600535	0.05622539
2.67733868	0.05622539
2.67867202	0.05622539
2.68000535	0.05622539
2.68133869	0.05622539
2.68267203	0.05622539
2.68400536	0.05622539
2.68533870	0.05622539
2.68667203	0.05622539
2.68800537	0.05622539
2.68933871	0.05622539
2.69067204	0.05622539
2.69200538	0.05622539
2.69333871	0.05622539
2.69467205	0.05622539
2.69600539	0.05622539
2.69733872	0.05622539
2.69867206	0.05622539
2.70000539	0.05622539
2.70133873	0.05622539
2.70267207	0.05622539
2.70400540	0.05622539
2.70533874	0.05622539
2.70667207	0.05622539
2.70800541	0.09368848
2.70933875	0.05622539
2.71067208	0.05622539
2.71200542	0.05622539
2.71333875	0.05622539
2.71467209	0.05622539
2.71600543	0.05622539
2.71733876	0.03746309
2.71867210	0.05622539
2.72000543	0.05622539
2.72133877	0.05622539
2.72267211	0.05622539
2.72400544	0.05622539
2.72533878	0.05622539
2.72667211	0.05622539
2.72800545	0.11245080
2.72933879	0.05622539
2.73067212	0.05622539
2.73200546	0.01870079
2.73333879	0.05622539
2.73467213	0.05622539
2.73600547	0.03746309
2.73733880	0.05622539
2.73867214	0.05622539
2.74000547	0.05622539
2.74133881	0.05622539
2.74267215	0.05622539
2.74400548	0.05622539
2.74533882	0.05622539
2.74667215	0.05622539
2.74800549	0.05622539
2.74933883	0.05622539
2.75067216	0.05622539
2.75200550	0.05622539
2.75333883	0.03746309
2.75467217	0.05622539
2.75600550	0.05622539
2.75733884	0.05622539
2.75867218	0.05622539
2.76000551	0.05622539
2.76133885	0.05622539
2.76267218	0.05622539
2.76400552	0.05622539
2.76533886	0.05622539
2.76667219	0.05622539
2.76800553	0.05622539
2.76933886	0.03746309
2.77067220	0.05622539
2.77200554	0.05622539
2.77333887	0.05622539
2.77467221	0.03746309
2.77600554	0.05622539
2.77733888	0.05622539
2.77867222	0.05622539
2.78000555	0.05622539
2.78133889	0.05622539
2.78267222	0.05622539
2.78400556	0.05622539
2.78533890	0.05622539
2.78667223	0.05622539
2.78800557	0.05622539
2.78933890	0.03746309
2.79067224	0.05622539
2.79200558	0.05622539
2.79333891	0.05622539
2.79467225	0.05622539
2.79600558	0.03746309
2.79733892	0.05622539
2.79867226	0.05622539
2.80000559	0.05622539
2.80133893	0.05622539
2.80267226	0.05622539
2.80400560	0.05622539
2.80533894	0.05622539
2.80667227	0.05622539
2.80800561	0.05622539
2.80933894	0.05622539
2.81067228	0.03746309
2.81200562	0.05622539
2.81333895	0.05622539
2.81467229	0.05622539
2.81600562	0.05622539
2.81733896	0.05622539
