"","Channel A Last (mV)"
"00:00:00.000","0"
"00:00:00.010","0"
"00:00:00.020","0"
"00:00:00.030","9.308"
"00:00:00.040","0"
"00:00:00.050","0"
"00:00:00.060","0"
"00:00:00.070","0"
"00:00:00.080","0"
"00:00:00.090","0"
"00:00:00.100","0"
"00:00:00.110","0"
"00:00:00.120","0"
"00:00:00.130","0"
"00:00:00.140","0"
"00:00:00.150","0"
"00:00:00.160","0"
"00:00:00.170","0"
"00:00:00.180","0"
"00:00:00.190","0"
"00:00:00.200","0"
"00:00:00.210","0"
"00:00:00.220","0"
"00:00:00.230","0"
"00:00:00.240","0"
"00:00:00.250","0"
"00:00:00.260","0"
"00:00:00.270","0"
"00:00:00.280","0"
"00:00:00.290","9.308"
"00:00:00.300","0"
"00:00:00.310","0"
"00:00:00.320","9.308"
"00:00:00.330","0"
"00:00:00.340","0"
"00:00:00.350","0"
"00:00:00.360","0"
"00:00:00.370","0"
"00:00:00.380","9.308"
"00:00:00.390","0"
"00:00:00.400","0"
"00:00:00.410","0"
"00:00:00.420","9.308"
"00:00:00.430","0"
"00:00:00.440","0"
"00:00:00.450","0"
"00:00:00.460","9.308"
"00:00:00.470","0"
"00:00:00.480","0"
"00:00:00.490","0"
"00:00:00.500","0"
"00:00:00.510","0"
"00:00:00.520","9.308"
"00:00:00.530","0"
"00:00:00.540","9.308"
"00:00:00.550","0"
"00:00:00.560","0"
"00:00:00.570","0"
"00:00:00.580","0"
"00:00:00.590","9.308"
"00:00:00.600","0"
"00:00:00.610","9.308"
"00:00:00.620","0"
"00:00:00.630","0"
"00:00:00.640","9.308"
"00:00:00.650","0"
"00:00:00.660","0"
"00:00:00.670","0"
"00:00:00.680","0"
"00:00:00.690","0"
"00:00:00.700","0"
"00:00:00.710","0"
"00:00:00.720","0"
"00:00:00.730","0"
"00:00:00.740","0"
"00:00:00.750","0"
"00:00:00.760","0"
"00:00:00.770","0"
"00:00:00.780","0"
"00:00:00.790","0"
"00:00:00.800","9.308"
"00:00:00.810","0"
"00:00:00.820","0"
"00:00:00.830","0"
"00:00:00.840","0"
"00:00:00.850","0"
"00:00:00.860","0"
"00:00:00.870","0"
"00:00:00.880","0"
"00:00:00.890","0"
"00:00:00.900","0"
"00:00:00.910","0"
"00:00:00.920","0"
"00:00:00.930","0"
"00:00:00.940","0"
"00:00:00.950","9.308"
"00:00:00.960","0"
"00:00:00.970","9.308"
"00:00:00.980","9.308"
"00:00:00.990","0"
"00:00:01.000","0"
"00:00:01.010","0"
"00:00:01.020","9.308"
"00:00:01.030","0"
"00:00:01.040","0"
"00:00:01.050","0"
"00:00:01.060","0"
"00:00:01.070","0"
"00:00:01.080","0"
"00:00:01.090","0"
"00:00:01.100","0"
"00:00:01.110","0"
"00:00:01.120","0"
"00:00:01.130","0"
"00:00:01.140","0"
"00:00:01.150","0"
"00:00:01.160","0"
"00:00:01.170","0"
"00:00:01.180","0"
"00:00:01.190","0"
"00:00:01.200","0"
"00:00:01.210","0"
"00:00:01.220","0"
"00:00:01.230","0"
"00:00:01.240","0"
"00:00:01.250","0"
"00:00:01.260","0"
"00:00:01.270","0"
"00:00:01.280","0"
"00:00:01.290","9.308"
"00:00:01.300","0"
"00:00:01.310","0"
"00:00:01.320","0"
"00:00:01.330","0"
"00:00:01.340","0"
"00:00:01.350","9.308"
"00:00:01.360","9.308"
"00:00:01.370","0"
"00:00:01.380","9.308"
"00:00:01.390","0"
"00:00:01.400","0"
"00:00:01.410","0"
"00:00:01.420","0"
"00:00:01.430","0"
"00:00:01.440","0"
"00:00:01.450","0"
"00:00:01.460","0"
"00:00:01.470","0"
"00:00:01.480","0"
"00:00:01.490","0"
"00:00:01.500","0"
"00:00:01.510","0"
"00:00:01.520","0"
"00:00:01.530","0"
"00:00:01.540","0"
"00:00:01.550","0"
"00:00:01.560","0"
"00:00:01.570","0"
"00:00:01.580","0"
"00:00:01.590","0"
"00:00:01.600","0"
"00:00:01.610","0"
"00:00:01.620","0"
"00:00:01.630","0"
"00:00:01.640","0"
"00:00:01.650","0"
"00:00:01.660","0"
"00:00:01.670","0"
"00:00:01.680","0"
"00:00:01.690","0"
"00:00:01.700","0"
"00:00:01.710","0"
"00:00:01.720","0"
"00:00:01.730","0"
"00:00:01.740","0"
"00:00:01.750","0"
"00:00:01.760","0"
"00:00:01.770","0"
"00:00:01.780","0"
"00:00:01.790","0"
"00:00:01.800","0"
"00:00:01.810","0"
"00:00:01.820","0"
"00:00:01.830","0"
"00:00:01.840","0"
"00:00:01.850","9.308"
"00:00:01.860","0"
"00:00:01.870","0"
"00:00:01.880","9.308"
"00:00:01.890","0"
"00:00:01.900","0"
"00:00:01.910","9.308"
"00:00:01.920","9.308"
"00:00:01.930","0"
"00:00:01.940","0"
"00:00:01.950","9.308"
"00:00:01.960","0"
"00:00:01.970","0"
"00:00:01.980","0"
"00:00:01.990","0"
"00:00:02.000","0"
"00:00:02.010","0"
"00:00:02.020","9.308"
"00:00:02.030","0"
"00:00:02.040","0"
"00:00:02.050","0"
"00:00:02.060","0"
"00:00:02.070","0"
"00:00:02.080","0"
"00:00:02.090","9.308"
"00:00:02.100","0"
"00:00:02.110","0"
"00:00:02.120","9.308"
"00:00:02.130","0"
"00:00:02.140","0"
"00:00:02.150","0"
"00:00:02.160","0"
"00:00:02.170","0"
"00:00:02.180","0"
"00:00:02.190","0"
"00:00:02.200","0"
"00:00:02.210","0"
"00:00:02.220","9.308"
"00:00:02.230","0"
"00:00:02.240","9.308"
"00:00:02.250","0"
"00:00:02.260","0"
"00:00:02.270","0"
"00:00:02.280","0"
"00:00:02.290","9.308"
"00:00:02.300","0"
"00:00:02.310","0"
"00:00:02.320","0"
"00:00:02.330","9.308"
"00:00:02.340","9.308"
"00:00:02.350","0"
"00:00:02.360","0"
"00:00:02.370","0"
"00:00:02.380","0"
"00:00:02.390","0"
"00:00:02.400","0"
"00:00:02.410","0"
"00:00:02.420","0"
"00:00:02.430","0"
"00:00:02.440","0"
"00:00:02.450","9.308"
"00:00:02.460","0"
"00:00:02.470","0"
"00:00:02.480","0"
"00:00:02.490","0"
"00:00:02.500","0"
"00:00:02.510","0"
"00:00:02.520","9.308"
"00:00:02.530","9.308"
"00:00:02.540","0"
"00:00:02.550","0"
"00:00:02.560","0"
"00:00:02.570","0"
"00:00:02.580","0"
"00:00:02.590","0"
"00:00:02.600","0"
"00:00:02.610","0"
"00:00:02.620","0"
"00:00:02.630","0"
"00:00:02.640","0"
"00:00:02.650","0"
"00:00:02.660","0"
"00:00:02.670","9.308"
"00:00:02.680","0"
"00:00:02.690","0"
"00:00:02.700","0"
"00:00:02.710","0"
"00:00:02.720","0"
"00:00:02.730","0"
"00:00:02.740","0"
"00:00:02.750","0"
"00:00:02.760","0"
"00:00:02.770","0"
"00:00:02.780","0"
"00:00:02.790","0"
"00:00:02.800","0"
"00:00:02.810","0"
"00:00:02.820","0"
"00:00:02.830","9.308"
"00:00:02.840","0"
"00:00:02.850","0"
"00:00:02.860","0"
"00:00:02.870","0"
"00:00:02.880","0"
"00:00:02.890","0"
"00:00:02.900","0"
"00:00:02.910","9.308"
"00:00:02.920","9.308"
