"","Channel A Last (mV)"
"00:00:00.000","93.081"
"00:00:00.010","93.081"
"00:00:00.020","93.081"
"00:00:00.030","93.081"
"00:00:00.040","93.081"
"00:00:00.050","93.081"
"00:00:00.060","93.081"
"00:00:00.070","93.081"
"00:00:00.080","93.081"
"00:00:00.090","93.081"
"00:00:00.100","93.081"
"00:00:00.110","93.081"
"00:00:00.120","93.081"
"00:00:00.130","93.081"
"00:00:00.140","93.081"
"00:00:00.150","93.081"
"00:00:00.160","93.081"
"00:00:00.170","93.081"
"00:00:00.180","93.081"
"00:00:00.190","93.081"
"00:00:00.200","93.081"
"00:00:00.210","93.081"
"00:00:00.220","93.081"
"00:00:00.230","93.081"
"00:00:00.240","93.081"
"00:00:00.250","93.081"
"00:00:00.260","93.081"
"00:00:00.270","93.081"
"00:00:00.280","93.081"
"00:00:00.290","93.081"
"00:00:00.300","93.081"
"00:00:00.310","93.081"
"00:00:00.320","93.081"
"00:00:00.330","93.081"
"00:00:00.340","93.081"
"00:00:00.350","93.081"
"00:00:00.360","93.081"
"00:00:00.370","93.081"
"00:00:00.380","93.081"
"00:00:00.390","93.081"
"00:00:00.400","93.081"
"00:00:00.410","93.081"
"00:00:00.420","93.081"
"00:00:00.430","102.390"
"00:00:00.440","93.081"
"00:00:00.450","93.081"
"00:00:00.460","93.081"
"00:00:00.470","93.081"
"00:00:00.480","93.081"
"00:00:00.490","93.081"
"00:00:00.500","93.081"
"00:00:00.510","93.081"
"00:00:00.520","93.081"
"00:00:00.530","93.081"
"00:00:00.540","93.081"
"00:00:00.550","93.081"
"00:00:00.560","93.081"
"00:00:00.570","93.081"
"00:00:00.580","93.081"
"00:00:00.590","93.081"
"00:00:00.600","93.081"
"00:00:00.610","93.081"
"00:00:00.620","93.081"
"00:00:00.630","93.081"
"00:00:00.640","93.081"
"00:00:00.650","83.773"
"00:00:00.660","93.081"
"00:00:00.670","93.081"
"00:00:00.680","93.081"
"00:00:00.690","93.081"
"00:00:00.700","93.081"
"00:00:00.710","93.081"
"00:00:00.720","93.081"
"00:00:00.730","83.773"
"00:00:00.740","93.081"
"00:00:00.750","83.773"
"00:00:00.760","93.081"
"00:00:00.770","93.081"
"00:00:00.780","93.081"
"00:00:00.790","102.390"
"00:00:00.800","93.081"
"00:00:00.810","93.081"
"00:00:00.820","93.081"
"00:00:00.830","93.081"
"00:00:00.840","93.081"
"00:00:00.850","93.081"
"00:00:00.860","93.081"
"00:00:00.870","83.773"
"00:00:00.880","93.081"
"00:00:00.890","93.081"
"00:00:00.900","93.081"
"00:00:00.910","93.081"
"00:00:00.920","93.081"
"00:00:00.930","93.081"
"00:00:00.940","93.081"
"00:00:00.950","93.081"
"00:00:00.960","93.081"
"00:00:00.970","93.081"
"00:00:00.980","93.081"
"00:00:00.990","102.390"
"00:00:01.000","93.081"
"00:00:01.010","93.081"
"00:00:01.020","93.081"
"00:00:01.030","93.081"
"00:00:01.040","93.081"
"00:00:01.050","93.081"
"00:00:01.060","93.081"
"00:00:01.070","93.081"
"00:00:01.080","93.081"
"00:00:01.090","93.081"
"00:00:01.100","93.081"
"00:00:01.110","93.081"
"00:00:01.120","93.081"
"00:00:01.130","93.081"
"00:00:01.140","93.081"
"00:00:01.150","93.081"
"00:00:01.160","93.081"
"00:00:01.170","93.081"
"00:00:01.180","93.081"
"00:00:01.190","93.081"
"00:00:01.200","93.081"
"00:00:01.210","93.081"
"00:00:01.220","93.081"
"00:00:01.230","93.081"
"00:00:01.240","83.773"
"00:00:01.250","93.081"
"00:00:01.260","93.081"
"00:00:01.270","93.081"
"00:00:01.280","93.081"
"00:00:01.290","93.081"
"00:00:01.300","93.081"
"00:00:01.310","93.081"
"00:00:01.320","93.081"
"00:00:01.330","93.081"
"00:00:01.340","93.081"
"00:00:01.350","93.081"
"00:00:01.360","102.390"
"00:00:01.370","93.081"
"00:00:01.380","93.081"
"00:00:01.390","93.081"
"00:00:01.400","93.081"
"00:00:01.410","93.081"
"00:00:01.420","93.081"
"00:00:01.430","93.081"
"00:00:01.440","93.081"
"00:00:01.450","93.081"
"00:00:01.460","93.081"
"00:00:01.470","93.081"
"00:00:01.480","93.081"
"00:00:01.490","93.081"
"00:00:01.500","93.081"
"00:00:01.510","93.081"
"00:00:01.520","93.081"
"00:00:01.530","93.081"
"00:00:01.540","93.081"
"00:00:01.550","93.081"
"00:00:01.560","93.081"
"00:00:01.570","93.081"
"00:00:01.580","93.081"
"00:00:01.590","93.081"
"00:00:01.600","93.081"
"00:00:01.610","93.081"
"00:00:01.620","93.081"
"00:00:01.630","93.081"
"00:00:01.640","93.081"
"00:00:01.650","93.081"
"00:00:01.660","93.081"
"00:00:01.670","93.081"
"00:00:01.680","93.081"
"00:00:01.690","93.081"
"00:00:01.700","93.081"
"00:00:01.710","93.081"
"00:00:01.720","93.081"
"00:00:01.730","93.081"
"00:00:01.740","93.081"
"00:00:01.750","93.081"
"00:00:01.760","93.081"
"00:00:01.770","93.081"
"00:00:01.780","93.081"
"00:00:01.790","93.081"
"00:00:01.800","93.081"
"00:00:01.810","93.081"
"00:00:01.820","93.081"
"00:00:01.830","93.081"
"00:00:01.840","93.081"
"00:00:01.850","93.081"
"00:00:01.860","93.081"
"00:00:01.870","93.081"
"00:00:01.880","93.081"
"00:00:01.890","93.081"
"00:00:01.900","93.081"
"00:00:01.910","93.081"
"00:00:01.920","102.390"
"00:00:01.930","83.773"
"00:00:01.940","93.081"
"00:00:01.950","93.081"
"00:00:01.960","93.081"
"00:00:01.970","93.081"
"00:00:01.980","93.081"
"00:00:01.990","93.081"
"00:00:02.000","93.081"
"00:00:02.010","93.081"
"00:00:02.020","83.773"
"00:00:02.030","93.081"
"00:00:02.040","93.081"
"00:00:02.050","102.390"
"00:00:02.060","93.081"
"00:00:02.070","93.081"
"00:00:02.080","93.081"
"00:00:02.090","93.081"
"00:00:02.100","93.081"
"00:00:02.110","93.081"
"00:00:02.120","93.081"
"00:00:02.130","93.081"
"00:00:02.140","93.081"
"00:00:02.150","93.081"
"00:00:02.160","93.081"
"00:00:02.170","93.081"
"00:00:02.180","93.081"
"00:00:02.190","93.081"
"00:00:02.200","93.081"
"00:00:02.210","93.081"
"00:00:02.220","93.081"
"00:00:02.230","93.081"
"00:00:02.240","93.081"
"00:00:02.250","93.081"
"00:00:02.260","93.081"
"00:00:02.270","93.081"
"00:00:02.280","93.081"
"00:00:02.290","93.081"
"00:00:02.300","93.081"
"00:00:02.310","93.081"
"00:00:02.320","93.081"
"00:00:02.330","93.081"
"00:00:02.340","93.081"
"00:00:02.350","93.081"
"00:00:02.360","93.081"
"00:00:02.370","93.081"
"00:00:02.380","93.081"
"00:00:02.390","93.081"
"00:00:02.400","93.081"
"00:00:02.410","93.081"
"00:00:02.420","93.081"
"00:00:02.430","93.081"
"00:00:02.440","93.081"
"00:00:02.450","93.081"
"00:00:02.460","93.081"
"00:00:02.470","93.081"
"00:00:02.480","93.081"
"00:00:02.490","93.081"
"00:00:02.500","93.081"
"00:00:02.510","93.081"
"00:00:02.520","93.081"
"00:00:02.530","93.081"
"00:00:02.540","93.081"
"00:00:02.550","93.081"
"00:00:02.560","93.081"
"00:00:02.570","93.081"
"00:00:02.580","93.081"
"00:00:02.590","93.081"
"00:00:02.600","83.773"
"00:00:02.610","93.081"
"00:00:02.620","93.081"
"00:00:02.630","93.081"
"00:00:02.640","93.081"
"00:00:02.650","93.081"
"00:00:02.660","93.081"
"00:00:02.670","93.081"
"00:00:02.680","93.081"
"00:00:02.690","93.081"
"00:00:02.700","93.081"
"00:00:02.710","93.081"
"00:00:02.720","104.717"
"00:00:02.730","93.081"
"00:00:02.740","93.081"
"00:00:02.750","93.081"
"00:00:02.760","93.081"
"00:00:02.770","93.081"
"00:00:02.780","93.081"
"00:00:02.790","93.081"
"00:00:02.800","93.081"
"00:00:02.810","93.081"
"00:00:02.820","93.081"
"00:00:02.830","93.081"
"00:00:02.840","93.081"
"00:00:02.850","93.081"
"00:00:02.860","93.081"
"00:00:02.870","93.081"
"00:00:02.880","93.081"
"00:00:02.890","93.081"
"00:00:02.900","93.081"
"00:00:02.910","93.081"
"00:00:02.920","93.081"
"00:00:02.930","93.081"
"00:00:02.940","93.081"
"00:00:02.950","93.081"
"00:00:02.960","93.081"
"00:00:02.970","93.081"
"00:00:02.980","93.081"
"00:00:02.990","93.081"
"00:00:03.000","93.081"
"00:00:03.010","93.081"
"00:00:03.020","93.081"
"00:00:03.030","93.081"
"00:00:03.040","93.081"
"00:00:03.050","93.081"
"00:00:03.060","93.081"
"00:00:03.070","93.081"
"00:00:03.080","93.081"
"00:00:03.090","83.773"
"00:00:03.100","93.081"
"00:00:03.110","93.081"
"00:00:03.120","93.081"
"00:00:03.130","83.773"
"00:00:03.140","93.081"
"00:00:03.150","93.081"
"00:00:03.160","93.081"
"00:00:03.170","93.081"
"00:00:03.180","93.081"
"00:00:03.190","93.081"
"00:00:03.200","93.081"
"00:00:03.210","93.081"
"00:00:03.220","93.081"
"00:00:03.230","93.081"
"00:00:03.240","93.081"
"00:00:03.250","93.081"
"00:00:03.260","93.081"
"00:00:03.270","93.081"
"00:00:03.280","93.081"
"00:00:03.290","93.081"
"00:00:03.300","93.081"
"00:00:03.310","93.081"
"00:00:03.320","93.081"
"00:00:03.330","93.081"
"00:00:03.340","93.081"
"00:00:03.350","93.081"
"00:00:03.360","93.081"
"00:00:03.370","93.081"
"00:00:03.380","93.081"
"00:00:03.390","93.081"
"00:00:03.400","93.081"
"00:00:03.410","93.081"
"00:00:03.420","93.081"
"00:00:03.430","93.081"
"00:00:03.440","93.081"
"00:00:03.450","93.081"
"00:00:03.460","93.081"
"00:00:03.470","93.081"
"00:00:03.480","83.773"
"00:00:03.490","83.773"
"00:00:03.500","93.081"
"00:00:03.510","93.081"
"00:00:03.520","93.081"
"00:00:03.530","93.081"
"00:00:03.540","93.081"
"00:00:03.550","93.081"
"00:00:03.560","93.081"
"00:00:03.570","93.081"
"00:00:03.580","93.081"
"00:00:03.590","93.081"
"00:00:03.600","93.081"
"00:00:03.610","93.081"
"00:00:03.620","93.081"
"00:00:03.630","93.081"
"00:00:03.640","93.081"
"00:00:03.650","93.081"
"00:00:03.660","93.081"
"00:00:03.670","93.081"
"00:00:03.680","93.081"
"00:00:03.690","93.081"
"00:00:03.700","93.081"
"00:00:03.710","93.081"
"00:00:03.720","93.081"
"00:00:03.730","93.081"
"00:00:03.740","93.081"
"00:00:03.750","93.081"
"00:00:03.760","93.081"
"00:00:03.770","93.081"
"00:00:03.780","93.081"
"00:00:03.790","93.081"
"00:00:03.800","93.081"
"00:00:03.810","93.081"
"00:00:03.820","93.081"
"00:00:03.830","93.081"
"00:00:03.840","93.081"
"00:00:03.850","93.081"
"00:00:03.860","93.081"
"00:00:03.870","93.081"
"00:00:03.880","93.081"
"00:00:03.890","93.081"
"00:00:03.900","93.081"
"00:00:03.910","93.081"
"00:00:03.920","83.773"
"00:00:03.930","93.081"
"00:00:03.940","93.081"
"00:00:03.950","93.081"
"00:00:03.960","93.081"
"00:00:03.970","93.081"
"00:00:03.980","93.081"
"00:00:03.990","93.081"
"00:00:04.000","93.081"
"00:00:04.010","93.081"
"00:00:04.020","93.081"
"00:00:04.030","93.081"
"00:00:04.040","93.081"
"00:00:04.050","93.081"
"00:00:04.060","102.390"
"00:00:04.070","93.081"
"00:00:04.080","93.081"
"00:00:04.090","93.081"
"00:00:04.100","93.081"
"00:00:04.110","93.081"
"00:00:04.120","93.081"
"00:00:04.130","93.081"
"00:00:04.140","93.081"
"00:00:04.150","93.081"
"00:00:04.160","93.081"
"00:00:04.170","93.081"
"00:00:04.180","93.081"
"00:00:04.190","93.081"
"00:00:04.200","93.081"
"00:00:04.210","93.081"
"00:00:04.220","93.081"
"00:00:04.230","93.081"
"00:00:04.240","93.081"
"00:00:04.250","93.081"
"00:00:04.260","93.081"
"00:00:04.270","93.081"
"00:00:04.280","93.081"
"00:00:04.290","93.081"
"00:00:04.300","93.081"
"00:00:04.310","93.081"
